Date, Price, Open, High, Low, Volume, Change%
Sep 25 1998,21.56,21.33,21.83,21.33,35.93M,0.75%
Sep 28 1998,21.33,21.68,21.77,21.28,22.86M,-1.07%
Sep 29 1998,20.56,21.36,21.6,20.36,34.84M,-3.61%
Sep 30 1998,20.3,20.52,20.64,20.22,32.29M,-1.26%
Oct 05 1998,18.69,20.19,20.19,18.69,23.91M,-7.93%
Oct 06 1998,18.62,18.39,18.87,18.06,30.87M,-0.37%
Oct 07 1998,19.5,18.9,19.58,18.9,28.84M,4.73%
Oct 08 1998,18.49,19.67,19.79,18.39,47.85M,-5.18%
Oct 09 1998,18.82,18.56,19.39,18.43,48.90M,1.78%
Oct 12 1998,18.25,18.99,19.26,18.08,30.08M,-3.03%
Oct 13 1998,17.61,18.11,18.11,17.5,39.06M,-3.51%
Oct 14 1998,18.67,17.98,18.81,17.83,35.71M,6.02%
Oct 15 1998,18.12,18.41,18.54,18.01,24.18M,-2.95%
Oct 16 1998,18.24,18.24,18.55,17.99,22.99M,0.66%
Oct 19 1998,17.96,18.34,18.34,17.92,8.59M,-1.54%
Oct 20 1998,17.25,17.98,17.98,16.96,31.68M,-3.95%
Oct 22 1998,18.05,17.47,18.26,17.47,30.34M,4.64%
Oct 23 1998,18.17,18.14,18.36,17.84,42.48M,0.66%
Oct 26 1998,19.62,18.37,19.62,18.37,28.15M,7.98%
Oct 27 1998,19.63,19.92,20.06,19.36,32.98M,0.05%
Oct 28 1998,19.4,20.11,20.11,19.28,26.69M,-1.17%
Oct 29 1998,19.25,19.21,19.34,18.94,24.27M,-0.77%
Oct 30 1998,18.85,19.16,19.45,18.73,29.50M,-2.08%
Oct 31 1998,18.65,18.73,18.73,18.49,7.21M,-1.06%
Nov 02 1998,18.81,18.75,19,18.41,29.59M,0.86%
Nov 03 1998,18.5,18.81,18.81,18.44,28.59M,-1.65%
Nov 05 1998,18.94,18.73,18.99,18.62,28.30M,2.38%
Nov 06 1998,20.17,18.98,20.42,18.98,70.78M,6.49%
Nov 09 1998,20.87,20.43,21.33,20.43,57.93M,3.47%
Nov 10 1998,20.82,20.84,21.02,20.55,36.20M,-0.24%
Nov 11 1998,20.47,21.11,21.16,20.3,32.64M,-1.68%
Nov 12 1998,21.27,20.26,21.71,19.88,79.98M,3.91%
Nov 13 1998,20.91,21.33,21.51,20.7,75.01M,-1.69%
Nov 16 1998,20.13,20.63,20.63,20.01,38.57M,-3.73%
Nov 17 1998,20.49,20.08,20.63,20.01,43.15M,1.79%
Nov 18 1998,20.7,20.52,20.82,20.52,26.44M,1.02%
Nov 19 1998,20.35,20.63,21.19,20.3,76.50M,-1.69%
Nov 20 1998,20.38,20.27,20.69,20.16,43.52M,0.15%
Nov 23 1998,19.98,20.26,20.3,19.9,27.36M,-1.96%
Nov 24 1998,19.9,20.09,20.24,19.9,28.75M,-0.40%
Nov 26 1998,19.32,19.75,20.13,19.27,36.13M,-2.91%
Nov 27 1998,19.06,19.3,19.44,18.9,35.48M,-1.35%
Nov 28 1998,18.95,19.1,19.23,18.69,22.00M,-0.58%
Nov 30 1998,19.11,18.76,19.11,18.65,22.84M,0.84%
Dec 01 1998,19.1,19.02,19.22,18.93,27.88M,-0.05%
Dec 02 1998,19.25,19.27,19.64,19.1,40.69M,0.79%
Dec 03 1998,19.07,19.27,19.28,19.04,20.31M,-0.94%
Dec 04 1998,19.33,19.06,19.37,19,21.12M,1.36%
Dec 07 1998,19.73,19.32,19.79,19.26,27.28M,2.07%
Dec 08 1998,19.77,19.67,19.82,19.5,21.87M,0.20%
Dec 09 1998,20.13,20.06,20.47,19.92,46.91M,1.82%
Dec 10 1998,20.34,20.28,20.5,20.18,32.05M,1.04%
Dec 11 1998,20.41,20.45,20.48,20.25,22.80M,0.34%
Dec 14 1998,20.12,20.38,20.52,20.05,19.34M,-1.42%
Dec 15 1998,19.62,20.01,20.17,19.62,39.87M,-2.49%
Dec 16 1998,19.84,19.65,19.85,19.52,17.39M,1.12%
Dec 17 1998,19.07,19.16,19.61,19.01,24.71M,-3.88%
Dec 18 1998,19.18,19.06,19.33,19.02,18.61M,0.58%
Dec 21 1998,19.85,19.45,19.89,19.41,24.20M,3.49%
Dec 22 1998,20.13,19.89,20.19,19.5,36.80M,1.41%
Dec 23 1998,19.85,20.43,20.43,19.85,26.28M,-1.39%
Dec 24 1998,19.81,19.77,19.94,19.69,17.94M,-0.20%
Dec 28 1998,20.52,20.09,20.67,20.01,34.66M,3.58%
Dec 29 1998,20.31,20.51,20.59,20.19,23.31M,-1.02%
Dec 30 1998,20.92,20.65,21.21,20.62,35.07M,3.00%
Dec 31 1998,20.36,20.91,20.91,20.36,21.28M,-2.68%
Jan 01 1999,20.81,20.43,20.85,20.36,26.56M,2.21%
Jan 04 1999,21.03,20.94,21.33,20.83,36.49M,1.06%
Jan 05 1999,20.94,21.07,21.11,20.82,24.95M,-0.43%
Jan 06 1999,21.11,21.33,21.39,21.06,28.70M,0.81%
Jan 07 1999,22.13,21.19,22.43,21.16,68.46M,4.83%
Jan 08 1999,23.91,22.65,23.91,22.37,72.05M,8.04%
Jan 11 1999,24.71,24.86,25.82,24.71,67.23M,3.35%
Jan 12 1999,24.11,24.31,24.66,23.69,40.04M,-2.43%
Jan 13 1999,23.6,24.43,24.65,23.37,50.58M,-2.12%
Jan 14 1999,23.18,22.88,23.67,22.77,34.37M,-1.78%
Jan 15 1999,22.99,23.5,23.53,22.73,31.42M,-0.82%
Jan 18 1999,23.07,23.31,23.31,21.96,58.06M,0.35%
Jan 19 1999,22.14,22.73,22.73,22.05,40.24M,-4.03%
Jan 21 1999,22.69,22.22,22.69,21.58,34.63M,2.48%
Jan 22 1999,23,22.82,23.62,22.75,35.80M,1.37%
Jan 25 1999,22.68,22.65,22.95,22.15,33.05M,-1.39%
Jan 27 1999,23.2,23.11,23.58,22.9,27.68M,2.29%
Jan 28 1999,22.57,23.07,23.33,22.56,19.28M,-2.72%
Jan 29 1999,22.59,22.9,22.9,22.39,14.51M,0.09%
Feb 01 1999,21.88,22.39,22.6,21.88,13.36M,-3.14%
Feb 02 1999,21.35,21.79,21.93,21.22,22.54M,-2.42%
Feb 03 1999,22.01,21.71,22.01,21.5,19.13M,3.09%
Feb 04 1999,21.39,22.04,22.13,21.28,19.03M,-2.82%
Feb 05 1999,20.86,21.39,21.5,20.82,16.60M,-2.48%
Feb 08 1999,20.18,20.77,20.94,20.15,14.09M,-3.26%
Feb 09 1999,20.48,20.11,20.48,19.85,21.70M,1.49%
Feb 10 1999,20.94,20.52,20.99,20.28,21.05M,2.25%
Feb 11 1999,20.79,21.03,21.2,20.75,18.05M,-0.72%
Feb 12 1999,20.79,20.86,21.1,20.76,13.17M,0.00%
Feb 15 1999,20.29,20.79,20.86,20.27,11.93M,-2.41%
Feb 16 1999,20.4,20.17,20.53,20.11,19.31M,0.54%
Feb 17 1999,20.75,20.57,21.18,20.42,27.28M,1.72%
Feb 18 1999,22.41,20.94,22.41,20.79,44.72M,8.00%
Feb 19 1999,24.08,22.88,24.2,22.83,65.77M,7.45%
Feb 22 1999,22.31,24.33,24.33,22.31,52.12M,-7.35%
Feb 23 1999,23.46,22.23,23.49,22.13,46.51M,5.15%
Feb 24 1999,23.99,23.67,24.28,23.29,68.19M,2.26%
Feb 25 1999,23.79,23.85,24.48,23.54,56.53M,-0.83%
Feb 26 1999,23.82,23.91,24.16,23.54,34.82M,0.13%
Feb 27 1999,24.55,24.18,24.77,22.66,84.41M,3.06%
Mar 01 1999,24.69,24.69,24.94,24.13,51.03M,0.57%
Mar 03 1999,25.63,25.52,26.43,25.11,67.10M,3.81%
Mar 04 1999,25.81,26.31,26.39,25.46,37.93M,0.70%
Mar 05 1999,26,26.15,26.81,25.8,50.50M,0.74%
Mar 08 1999,26.02,26.39,26.72,25.55,38.14M,0.08%
Mar 09 1999,25.54,25.99,26.14,25.37,38.49M,-1.84%
Mar 10 1999,24.52,25.84,25.84,24.22,32.04M,-3.99%
Mar 11 1999,23.77,24.54,24.69,23.77,20.02M,-3.06%
Mar 12 1999,23.43,23.78,23.96,23.2,27.41M,-1.43%
Mar 15 1999,23.71,23.6,24.3,23.33,23.60M,1.20%
Mar 16 1999,22.73,23.57,23.8,22.73,25.58M,-4.13%
Mar 17 1999,22.48,23.07,23.64,22.41,23.19M,-1.10%
Mar 18 1999,22.68,22.48,22.69,22.25,17.30M,0.89%
Mar 19 1999,22.56,22.73,23.67,22.45,31.16M,-0.53%
Mar 20 1999,22.57,22.65,22.71,22.29,4.56M,0.04%
Mar 22 1999,21.86,22.32,22.48,21.57,15.26M,-3.15%
Mar 23 1999,21.79,21.86,21.96,21.54,23.60M,-0.32%
Mar 24 1999,21.73,22.06,23.12,20.96,32.99M,-0.28%
Mar 25 1999,21.21,21.62,21.85,21.13,13.58M,-2.39%
Mar 26 1999,20.76,21.04,21.32,20.56,16.84M,-2.12%
Mar 30 1999,21.04,20.41,21.04,19.99,29.79M,1.35%
Mar 31 1999,22.2,21.96,22.55,21.81,18.88M,5.51%
Apr 01 1999,22.36,22.29,22.83,22.05,19.15M,0.72%
Apr 05 1999,20.58,21.45,21.72,20.57,18.61M,-7.96%
Apr 06 1999,21.46,20.26,21.95,20.05,23.79M,4.28%
Apr 07 1999,21.36,21.33,21.74,21.04,16.28M,-0.47%
Apr 08 1999,21.16,21.4,21.77,21.04,17.04M,-0.94%
Apr 09 1999,20.53,21.13,21.23,20.35,13.29M,-2.98%
Apr 12 1999,20.53,20.43,20.76,20.1,9.81M,0.00%
Apr 13 1999,20.52,20.31,20.85,20.31,15.30M,-0.05%
Apr 15 1999,19.97,19.76,20.2,19.76,11.05M,-2.68%
Apr 16 1999,21.57,20.09,21.57,20.09,10.89M,8.01%
Apr 17 1999,20.77,22.47,23.29,19.85,49.40M,-3.71%
Apr 19 1999,21.99,20.93,22.44,20.7,31.13M,5.87%
Apr 20 1999,22.59,22.17,22.65,21.84,24.73M,2.73%
Apr 21 1999,22.19,22.59,22.76,22.02,16.04M,-1.77%
Apr 22 1999,21.45,22.17,22.59,21.11,31.94M,-3.33%
Apr 23 1999,21.54,21.67,21.79,21.03,23.50M,0.42%
Apr 26 1999,20.29,20.77,20.94,20.29,26.69M,-5.80%
Apr 28 1999,21.11,20.36,21.16,20.36,16.00M,4.04%
Apr 29 1999,22.81,21.16,22.81,21.16,43.73M,8.05%
Apr 30 1999,23.1,23.05,23.49,22.71,33.83M,1.27%
May 03 1999,22.89,23.23,23.47,22.86,20.02M,-0.91%
May 04 1999,24.73,22.98,24.73,22.94,30.03M,8.04%
May 05 1999,25.06,24.35,25.86,24.35,46.34M,1.33%
May 06 1999,25.61,25.17,25.69,24.69,37.44M,2.19%
May 07 1999,25.9,26.15,26.73,25.72,38.44M,1.13%
May 10 1999,26.26,26.37,26.54,25.89,25.93M,1.39%
May 11 1999,28.37,26.39,28.37,26.26,57.80M,8.04%
May 12 1999,27.07,28.78,28.85,26.11,68.97M,-4.58%
May 13 1999,28.86,27.92,29.01,27.63,57.73M,6.61%
May 14 1999,31.18,28.99,31.18,28.56,87.68M,8.04%
May 17 1999,30.47,30.67,31.33,28.83,79.15M,-2.28%
May 18 1999,31.41,30.99,32.5,30.49,71.73M,3.09%
May 19 1999,31.24,30.99,32.09,30.65,64.38M,-0.54%
May 20 1999,29.9,31.18,31.65,29.9,54.76M,-4.29%
May 21 1999,28.45,30.48,30.58,28.09,48.52M,-4.85%
May 24 1999,28.44,27.97,29.12,27.53,42.85M,-0.04%
May 25 1999,28.95,28.61,29.67,28.28,53.68M,1.79%
May 26 1999,27.92,29.12,29.5,27.34,60.10M,-3.56%
May 27 1999,26.26,27.63,28.43,26.26,40.01M,-5.95%
May 28 1999,26.39,26.65,26.71,24.88,53.94M,0.50%
May 31 1999,28.5,27.36,28.5,27.27,40.86M,8.00%
Jun 01 1999,28.27,28.62,29.87,28.18,54.57M,-0.81%
Jun 02 1999,29.65,28.69,29.69,28.11,53.51M,4.88%
Jun 03 1999,30.31,30.13,30.79,29.85,56.65M,2.23%
Jun 04 1999,31.33,31.16,31.58,30.75,50.05M,3.37%
Jun 07 1999,30.78,31.16,31.3,30.33,36.79M,-1.76%
Jun 08 1999,33.2,30.65,33.2,30.18,45.38M,7.86%
Jun 09 1999,32,32.35,32.69,31.7,50.33M,-3.61%
Jun 10 1999,32.2,32.15,32.78,31.94,63.79M,0.63%
Jun 11 1999,31.1,32.21,32.26,30.93,42.95M,-3.42%
Jun 14 1999,30.17,30.63,33.4,29,36.85M,-2.99%
Jun 15 1999,29.49,29.98,30.82,29.15,46.51M,-2.25%
Jun 16 1999,31.02,30.12,31.41,29.48,48.71M,5.19%
Jun 17 1999,31.41,31.36,32.01,31.07,50.08M,1.26%
Jun 18 1999,31.18,31.49,31.67,31.07,35.01M,-0.73%
Jun 21 1999,32.04,31.41,32.44,31.34,44.08M,2.76%
Jun 22 1999,31.75,32.29,32.62,31.42,40.71M,-0.91%
Jun 23 1999,30.95,32.03,32.08,30.72,45.54M,-2.52%
Jun 24 1999,30.76,30.67,31.3,29.22,47.46M,-0.61%
Jun 25 1999,30.26,30.97,31.4,30.14,38.95M,-1.63%
Jun 28 1999,30.29,30.44,30.86,30.2,31.08M,0.10%
Jun 29 1999,29.81,30.31,30.44,29.66,40.01M,-1.58%
Jun 30 1999,30.21,30.05,30.38,29.39,42.04M,1.34%
Jul 01 1999,29.69,30.17,30.22,29.53,31.71M,-1.72%
Jul 02 1999,30.72,29.87,31.05,29.87,58.70M,3.47%
Jul 05 1999,31.83,30.94,32.07,30.94,36.36M,3.61%
Jul 06 1999,31.87,31.61,32.17,31.58,30.74M,0.13%
Jul 07 1999,31.54,32.01,32.15,31.38,31.48M,-1.04%
Jul 08 1999,30.85,31.5,31.82,30.7,49.22M,-2.19%
Jul 09 1999,30.67,30.67,31.06,29.9,52.20M,-0.58%
Jul 12 1999,31.88,31.13,32.01,31.13,39.59M,3.95%
Jul 13 1999,32.56,32.01,34.02,31.93,79.34M,2.13%
Jul 14 1999,33.05,32.85,33.29,32.36,51.80M,1.50%
Jul 15 1999,31.61,33.29,33.78,31.02,53.33M,-4.36%
Jul 16 1999,31.55,31.87,32.4,31.33,39.00M,-0.19%
Jul 19 1999,31.56,31.81,32.16,31.36,30.19M,0.03%
Jul 20 1999,30.34,31.17,31.4,30.14,37.25M,-3.87%
Jul 21 1999,30.9,30.31,31.32,29.88,33.21M,1.85%
Jul 22 1999,30.74,30.96,31.36,30.58,23.75M,-0.52%
Jul 23 1999,30.25,30.69,30.89,30.14,25.75M,-1.59%
Jul 26 1999,29.43,30.21,30.22,29.24,18.50M,-2.71%
Jul 27 1999,29.08,29.25,29.71,28.97,28.88M,-1.19%
Jul 28 1999,29.81,29.36,30.25,29.3,33.20M,2.51%
Jul 29 1999,30.61,30.12,30.86,29.55,40.84M,2.68%
Jul 30 1999,30.5,30.3,30.8,29.88,31.08M,-0.36%
Aug 02 1999,30.02,30.32,30.32,29.8,22.51M,-1.57%
Aug 03 1999,29.55,29.8,30.02,29.29,31.03M,-1.57%
Aug 04 1999,30.54,30.02,30.7,29.47,27.12M,3.35%
Aug 05 1999,30.51,30.65,31.54,30.38,34.45M,-0.10%
Aug 06 1999,30.1,30.47,30.48,30,17.08M,-1.34%
Aug 09 1999,30.06,30.1,30.39,29.83,19.02M,-0.13%
Aug 10 1999,29.52,29.97,29.97,29.3,22.57M,-1.80%
Aug 11 1999,29.25,29.12,29.62,28.86,17.45M,-0.91%
Aug 12 1999,28.82,29.05,29.52,28.66,14.67M,-1.47%
Aug 13 1999,28.5,29.1,29.18,28.43,14.07M,-1.11%
Aug 16 1999,29.05,28.59,29.45,28.57,21.68M,1.93%
Aug 17 1999,29.07,29.18,29.37,28.87,18.42M,0.07%
Aug 18 1999,29.9,29.71,30.19,29.5,29.96M,2.86%
Aug 19 1999,29.69,30.05,30.55,29.55,22.90M,-0.70%
Aug 20 1999,29.74,29.63,30.01,29.35,12.17M,0.17%
Aug 23 1999,31.87,30.31,32.12,30.31,57.14M,7.16%
Aug 24 1999,31.54,31.8,31.84,31.27,35.67M,-1.04%
Aug 25 1999,30.5,32.25,32.25,29.3,23.01M,-3.30%
Aug 26 1999,30.82,31.16,31.16,30.49,13.75M,1.05%
Aug 27 1999,31.52,30.99,31.74,30.99,18.10M,2.27%
Aug 30 1999,32.1,31.65,32.61,31.64,36.90M,1.84%
Aug 31 1999,32.95,31.97,33.18,31.69,38.68M,2.65%
Sep 01 1999,32.3,33.28,33.44,31.93,31.09M,-1.97%
Sep 02 1999,31.29,31.88,31.88,31.16,17.70M,-3.13%
Sep 03 1999,31.2,31.22,31.67,31.07,20.68M,-0.29%
Sep 06 1999,31.59,31.5,31.8,31.26,17.12M,1.25%
Sep 07 1999,31.26,31.67,31.76,31.18,18.31M,-1.04%
Sep 08 1999,32.39,31.7,32.82,31.64,43.72M,3.61%
Sep 09 1999,33.94,32.5,34.12,32.35,74.69M,4.79%
Sep 10 1999,33.67,33.93,34.1,33.41,42.38M,-0.80%
Sep 14 1999,33.03,33.88,34.04,32.9,34.79M,-1.90%
Sep 15 1999,32.39,33.49,33.49,32.27,26.70M,-1.94%
Sep 16 1999,31.76,32.44,32.52,31.6,16.31M,-1.95%
Sep 17 1999,32.29,31.62,32.47,31.5,23.70M,1.67%
Sep 20 1999,31.79,32.34,32.73,31.71,19.66M,-1.55%
Sep 21 1999,31.27,31.68,31.68,31.07,22.62M,-1.64%
Sep 23 1999,32.96,31.99,33.51,31.58,49.30M,5.40%
Sep 24 1999,35.59,33.59,35.59,33.48,69.11M,7.98%
Sep 27 1999,36.68,36.25,38.29,35.59,57.58M,3.06%
Sep 28 1999,38.34,36.12,39.42,35.88,69.32M,4.53%
Sep 29 1999,40.69,38.99,40.93,38.65,78.16M,6.13%
Sep 30 1999,40.82,40.81,42.57,40.49,64.73M,0.32%
Oct 01 1999,40.58,40.81,41.15,39.33,60.71M,-0.59%
Oct 04 1999,39.32,40.69,40.71,39.1,30.61M,-3.10%
Oct 05 1999,40.46,39.09,40.86,38.61,44.26M,2.90%
Oct 06 1999,40.52,40.49,42.29,39.16,86.86M,0.15%
Oct 07 1999,42.25,40.63,43.16,40.63,79.41M,4.27%
Oct 08 1999,41.2,42.52,42.74,40.95,52.38M,-2.49%
Oct 11 1999,40.84,41.19,41.61,40.36,44.57M,-0.87%
Oct 12 1999,40.46,40.69,41.29,40.19,48.59M,-0.93%
Oct 13 1999,41.22,37.8,42.35,37.8,58.09M,1.88%
Oct 14 1999,41.39,41.38,42.52,41.21,27.32M,0.41%
Oct 15 1999,39.89,41.23,41.55,39.59,23.87M,-3.62%
Oct 18 1999,39.74,40.18,40.56,39.51,35.61M,-0.38%
Oct 20 1999,42.68,41.55,42.92,40.72,67.88M,7.40%
Oct 21 1999,45.14,44.42,45.8,43.11,86.29M,5.76%
Oct 22 1999,44.67,44.41,45.25,43.44,43.69M,-1.04%
Oct 23 1999,44.79,44.87,44.95,44.32,6.09M,0.27%
Oct 25 1999,43.9,44.91,44.91,43.68,29.29M,-1.99%
Oct 26 1999,43.49,43.86,44.13,43.35,32.29M,-0.93%
Oct 27 1999,42.8,44.01,44.08,42.33,26.99M,-1.59%
Oct 28 1999,41.45,42.91,42.91,41.14,21.96M,-3.15%
Oct 29 1999,40.09,41.38,41.53,39.73,31.55M,-3.28%
Nov 01 1999,37.09,40.03,40.18,36.89,32.98M,-7.48%
Nov 02 1999,39.89,36.61,40.06,36.18,37.20M,7.55%
Nov 03 1999,38.39,40.93,40.93,37.85,50.70M,-3.76%
Nov 04 1999,38.5,38.11,39.24,37.65,35.42M,0.29%
Nov 05 1999,39.59,38.48,40.15,38.48,37.80M,2.83%
Nov 07 1999,39.83,39.83,40.18,39.61,13.84M,0.61%
Nov 09 1999,39,39.5,39.73,38.62,24.97M,-2.08%
Nov 10 1999,40.1,39.32,40.3,39.04,29.41M,2.82%
Nov 11 1999,40.21,40.18,41.2,39.67,43.03M,0.27%
Nov 12 1999,39.33,39.99,40,39.18,22.82M,-2.19%
Nov 15 1999,39.26,39.76,39.79,39,17.67M,-0.18%
Nov 16 1999,38.75,38.99,39.08,38.6,23.22M,-1.30%
Nov 17 1999,38.69,39.06,40,38.68,35.49M,-0.15%
Nov 18 1999,38.08,38.82,38.87,37.64,22.07M,-1.58%
Nov 19 1999,38.12,38.14,38.88,38.04,15.92M,0.11%
Nov 22 1999,38.14,38,38.39,37.97,21.28M,0.05%
Nov 24 1999,39.21,38.62,39.47,38.35,25.55M,2.81%
Nov 25 1999,39.11,39.14,39.58,38.94,16.08M,-0.26%
Nov 26 1999,38.42,39.32,39.57,38.24,20.43M,-1.76%
Nov 29 1999,37.78,38.48,38.64,37.66,15.10M,-1.67%
Nov 30 1999,37.44,37.88,38.05,37.14,18.43M,-0.90%
Dec 01 1999,37.99,37.94,38.46,37.43,17.08M,1.47%
Dec 02 1999,37.52,37.97,38.37,37.24,17.08M,-1.24%
Dec 03 1999,36.95,37.63,38.11,36.81,28.27M,-1.52%
Dec 06 1999,37.06,37.12,37.51,36.83,15.65M,0.30%
Dec 07 1999,38.09,37.19,38.39,37.05,33.33M,2.78%
Dec 08 1999,39.59,38.99,41.14,38.6,80.81M,3.94%
Dec 09 1999,40.29,39.84,40.52,39.42,28.93M,1.77%
Dec 10 1999,40.2,40.3,41.53,40.01,35.89M,-0.22%
Dec 13 1999,38.82,40.17,40.25,38.54,17.34M,-3.43%
Dec 14 1999,38.06,38.5,38.95,37.85,28.37M,-1.96%
Dec 15 1999,37.94,38.31,38.31,37.47,17.82M,-0.32%
Dec 16 1999,38.11,38.14,38.49,37.81,8.72M,0.45%
Dec 17 1999,37.98,38.22,38.8,37.83,16.60M,-0.34%
Dec 20 1999,37.53,37.98,38.26,37.46,9.34M,-1.18%
Dec 21 1999,37.38,37.51,37.88,37.22,15.73M,-0.40%
Dec 22 1999,40.35,38.44,40.38,38.31,40.20M,7.95%
Dec 23 1999,39.56,39.44,40.98,39.18,13.91M,-1.96%
Dec 24 1999,38.52,39.16,39.49,38.35,12.12M,-2.63%
Dec 27 1999,37.91,38.42,38.64,37.63,11.23M,-1.58%
Dec 28 1999,38.08,38.29,38.55,37.8,16.41M,0.45%
Dec 29 1999,40.34,38.52,40.86,38.31,17.99M,5.93%
Dec 30 1999,39.68,40.52,41.29,39.53,14.45M,-1.64%
Jan 03 2000,42.86,40.44,42.86,40.44,17.99M,8.01%
Jan 04 2000,46.29,44,46.29,42.79,38.31M,8.00%
Jan 05 2000,48.1,43.7,49.02,43.7,108.35M,3.91%
Jan 06 2000,50.12,49.21,51.2,49.21,63.32M,4.20%
Jan 07 2000,53.56,50.23,54.13,49.89,80.24M,6.86%
Jan 10 2000,52.53,54.04,54.26,51.98,54.18M,-1.92%
Jan 11 2000,49.12,52.43,52.95,48.33,50.65M,-6.49%
Jan 12 2000,51.37,49.21,51.93,48.04,48.90M,4.58%
Jan 13 2000,53.1,52.1,53.87,51.78,68.95M,3.37%
Jan 14 2000,53.86,52.7,54.77,52.7,54.35M,1.43%
Jan 17 2000,52.57,54.19,54.98,52.28,43.32M,-2.40%
Jan 18 2000,53.5,52.61,54.31,52.03,40.72M,1.77%
Jan 19 2000,54.42,54.97,55.32,53.84,46.36M,1.72%
Jan 20 2000,53.27,54.49,55.32,52.88,62.30M,-2.11%
Jan 21 2000,55.57,53.24,55.92,53.12,69.20M,4.32%
Jan 24 2000,55.53,55.42,56.5,54.83,53.15M,-0.07%
Jan 25 2000,54.48,55.35,55.39,54.19,39.38M,-1.89%
Jan 27 2000,57.03,56.02,57.35,54.95,60.63M,4.68%
Jan 28 2000,57.61,57.19,58.22,56.46,47.38M,1.02%
Jan 31 2000,55.87,56.95,57.21,55.6,41.15M,-3.02%
Feb 01 2000,56.88,56.33,57.46,55.85,43.24M,1.81%
Feb 02 2000,57.92,58.39,59.07,57.64,40.18M,1.83%
Feb 03 2000,58.17,58.23,58.49,57.28,27.34M,0.43%
Feb 04 2000,58.6,58.57,59.14,58.18,28.70M,0.74%
Feb 07 2000,58.5,58.08,59.5,57.56,33.09M,-0.17%
Feb 08 2000,58.3,58.83,59.07,58.07,25.97M,-0.34%
Feb 09 2000,59.66,59.42,60.39,58.71,46.18M,2.33%
Feb 10 2000,60.57,59.39,61.94,58.73,43.58M,1.53%
Feb 11 2000,61.86,61.98,63.68,61.31,32.93M,2.13%
Feb 14 2000,59.95,61.13,61.45,59.59,20.70M,-3.09%
Feb 15 2000,58.63,59.93,60.34,58.24,32.81M,-2.20%
Feb 16 2000,59.28,59.59,60.24,58.42,31.80M,1.11%
Feb 17 2000,60.37,59.2,60.75,59.17,30.97M,1.84%
Feb 18 2000,59.5,60.77,60.95,59.25,20.31M,-1.44%
Feb 21 2000,58.85,59.32,59.93,58.17,11.89M,-1.09%
Feb 22 2000,56.93,58.91,59.08,56.61,29.04M,-3.26%
Feb 23 2000,56.15,58.69,58.69,55.73,19.51M,-1.37%
Feb 24 2000,57.34,56.68,58.01,56.07,22.87M,2.12%
Feb 25 2000,55.95,58.13,58.39,55.52,15.80M,-2.42%
Feb 28 2000,56.72,55.31,57.42,52.78,20.29M,1.38%
Feb 29 2000,52.93,57.53,58.38,52.18,40.26M,-6.68%
Mar 01 2000,53.94,53.63,56.16,50.91,43.47M,1.91%
Mar 02 2000,49.68,54.29,54.83,49.63,50.62M,-7.90%
Mar 03 2000,45.71,48.71,48.71,45.71,18.72M,-7.99%
Mar 06 2000,43.24,45.71,48.33,42.06,42.12M,-5.40%
Mar 07 2000,41.26,43.76,44.1,40.86,38.60M,-4.58%
Mar 08 2000,39.66,42.04,42.65,39.16,29.30M,-3.88%
Mar 09 2000,39.38,40.17,41.27,38.17,22.39M,-0.71%
Mar 10 2000,36.92,39.84,39.98,36.54,26.64M,-6.25%
Mar 13 2000,34.6,37.44,39.08,34.1,43.47M,-6.28%
Mar 14 2000,37.32,34.99,37.37,33.57,40.81M,7.86%
Mar 15 2000,40.31,38.14,40.31,36.78,23.06M,8.01%
Mar 16 2000,39.99,40.78,42.19,39.18,42.66M,-0.79%
Mar 21 2000,40.51,40.66,41.34,38.75,27.61M,1.30%
Mar 22 2000,41.44,41.72,42.31,41.07,19.91M,2.30%
Mar 23 2000,41.03,41.76,41.85,40.62,17.31M,-0.99%
Mar 24 2000,40.97,40.73,41.37,40.46,10.65M,-0.15%
Mar 27 2000,44.24,41.38,44.24,41.38,16.72M,7.98%
Mar 28 2000,47.79,44.8,47.79,44.8,28.37M,8.02%
Mar 29 2000,46.19,48.49,49.36,45.8,41.50M,-3.35%
Mar 30 2000,49.89,45.8,49.89,43.98,69.32M,8.01%
Mar 31 2000,53.88,50.57,53.88,47.69,79.56M,8.00%
Apr 03 2000,55.95,55.79,56.82,54.16,86.22M,3.84%
Apr 04 2000,51.48,55.51,55.51,51.48,54.63M,-7.99%
Apr 05 2000,51.46,51.66,53.12,47.38,101.70M,-0.04%
Apr 06 2000,55.53,51.59,55.58,51.51,65.57M,7.91%
Apr 07 2000,59.98,56.15,59.98,56.15,47.19M,8.01%
Apr 10 2000,62.07,62.98,64.7,61.21,89.28M,3.48%
Apr 11 2000,60.23,60.96,61.13,59,39.41M,-2.96%
Apr 12 2000,57.54,60.79,61.3,56.94,69.71M,-4.47%
Apr 13 2000,52.95,56.38,56.38,52.95,909.39K,-7.98%
Apr 17 2000,50.81,48.71,51.22,48.71,64.33M,-4.04%
Apr 18 2000,51.09,50.59,52.6,50.06,35.44M,0.55%
Apr 19 2000,53.61,52.39,55.18,51.61,65.79M,4.93%
Apr 20 2000,57.51,53.29,57.9,52.66,78.29M,7.27%
Apr 24 2000,57.37,58.91,61.4,55,71.14M,-0.24%
